episode-id, title, avatar
77,Qwik with Miško Hevery,https://pbs.twimg.com/profile_images/1389683812968194049/MhsEUijj_400x400.jpg
78,The Jamstack Innovation Fund with Matt Biilmann,https://pbs.twimg.com/profile_images/560874041452408833/a8obZPqr_400x400.jpeg
